pl_name,pl_bmasse,pl_rade,pl_dens,pl_radeerr1,pl_radeerr2,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_facility,pl_controv_flag,sy_dist
"K2-77 b",603.87700,2.300,,0.160,-0.160,,,"Transit","K2",0,141.7310000
"K2-79 b",13.20000,3.690,1.440000,0.390,-0.390,,,"Transit","K2",0,256.0110000
"K2-8 b",12.50000,3.580,1.500000,0.710,-0.710,,,"Transit","K2",0,403.5130000
"KELT-9 b",915.35040,21.196,0.530000,0.684,-0.594,266.97720,-266.97720,"Transit","KELT-North",0,204.4550000
"Kepler-1118 b",7.95000,2.740,2.120000,0.600,-0.430,,,"Transit","Kepler",0,888.3250000
"Kepler-1303 b",2.60000,1.420,4.990000,0.350,-0.140,,,"Transit","Kepler",0,897.7830000
"Kepler-1328 b",0.90400,0.980,5.280000,0.200,-0.090,,,"Transit","Kepler",0,813.5430000
"Kepler-1306 b",4.31000,1.910,3.400000,0.450,-0.180,,,"Transit","Kepler",0,1107.5000000
"Kepler-125 c",0.33000,0.740,4.470000,0.050,-0.050,,,"Transit","Kepler",0,183.3650000
"Kepler-1254 d",2.27000,1.310,5.550000,0.090,-0.110,,,"Transit","Kepler",0,622.8180000
"Kepler-172 b",6.12000,2.350,2.590000,0.420,-0.420,,,"Transit","Kepler",0,828.5920000
"Kepler-173 c",6.48000,2.430,2.480000,1.210,-1.210,,,"Transit","Kepler",0,833.1650000
"Kepler-174 d",5.43000,2.190,2.840000,0.130,-0.130,,,"Transit","Kepler",0,384.7570000
"Kepler-178 b",8.75000,2.900,1.970000,1.250,-1.250,,,"Transit","Kepler",0,716.0250000
"Kepler-178 c",8.65000,2.880,1.990000,1.230,-1.230,,,"Transit","Kepler",0,716.0250000
"Kepler-18 c",17.30000,5.490,0.590000,0.260,-0.260,1.90000,-1.90000,"Transit","Kepler",0,433.0470000
"Kepler-159 c",11.50000,3.410,1.590000,0.280,-0.280,,,"Transit","Kepler",0,373.7440000
"Kepler-16 b",105.83300,8.449,0.964000,0.029,-0.029,5.08500,-5.08500,"Transit","Kepler",0,75.0852000
"Kepler-1609 b",5.56000,2.220,2.790000,0.900,-0.320,,,"Transit","Kepler",0,1826.0400000
"Kepler-1622 b",2.76000,1.470,4.770000,0.680,-0.270,,,"Transit","Kepler",0,796.4770000
"Kepler-184 c",8.80000,1.970,6.320000,1.110,-1.110,7.40000,-5.70000,"Transit","Kepler",0,610.3260000
"Kepler-183 c",35.70000,2.270,16.800000,0.980,-0.980,30.90000,-24.20000,"Transit","Kepler",0,1050.6400000
"Kepler-191 b",2.36000,1.340,5.390000,0.660,-0.660,,,"Transit","Kepler",0,594.4640000
"Kepler-194 b",2.89000,1.510,4.610000,0.790,-0.790,,,"Transit","Kepler",0,1097.9700000
"Kepler-194 d",6.35000,2.400,2.520000,1.260,-1.260,,,"Transit","Kepler",0,1097.9700000
"Kepler-197 c",5.30000,1.230,15.700000,0.040,-0.040,3.30000,-2.90000,"Transit","Kepler",0,330.5750000
"Kepler-105 c",4.60000,1.310,11.200000,0.070,-0.070,0.92000,-0.85000,"Transit","Kepler",0,459.2230000
"Kepler-218 b",2.79000,1.480,4.730000,0.120,-0.120,,,"Transit","Kepler",0,656.3800000
"Kepler-218 c",10.00000,3.140,1.770000,0.260,-0.260,,,"Transit","Kepler",0,656.3800000
"Kepler-219 b",9.01000,2.950,1.930000,0.490,-0.490,,,"Transit","Kepler",0,787.0700000
"Kepler-198 d",2.96000,1.530,4.540000,0.090,-0.070,,,"Transit","Kepler",0,495.3580000
"Kepler-22 b",36.00000,2.380,14.700000,0.130,-0.130,,,"Transit","Kepler",0,194.6420000
"Kepler-1637 b",0.64000,0.890,4.990000,0.180,-0.090,,,"Transit","Kepler",0,567.1870000
"Kepler-1616 b",1.04000,1.020,5.390000,0.470,-0.150,,,"Transit","Kepler",0,1137.8100000
"Kepler-20 c",12.75000,3.047,2.500000,0.064,-0.056,2.17000,-2.24000,"Transit","Kepler",0,282.5630000
"Kepler-220 e",2.33000,1.330,5.440000,0.120,-0.120,,,"Transit","Kepler",0,171.1090000
"Kepler-223 b",7.40000,2.990,1.540000,0.180,-0.270,1.30000,-1.10000,"Transit","Kepler",0,1859.7100000
"Kepler-223 c",5.10000,3.440,0.710000,0.200,-0.300,1.70000,-1.10000,"Transit","Kepler",0,1859.7100000
"Kepler-1643 b",5.90000,2.300,2.660000,0.250,-0.150,,,"Transit","Kepler",0,341.7740000
"Kepler-1645 b",3.82000,1.780,3.720000,0.430,-0.200,,,"Transit","Kepler",0,1202.4700000
"Kepler-20 f",14.30000,1.003,,0.050,-0.089,,,"Transit","Kepler",0,282.5630000
"Kepler-202 c",4.08000,1.850,3.540000,0.100,-0.100,,,"Transit","Kepler",0,285.1110000
"Kepler-264 b",11.10000,3.330,1.650000,0.740,-0.740,,,"Transit","Kepler",0,942.1730000
"Kepler-166 d",3.64000,1.730,3.860000,0.150,-0.100,,,"Transit","Kepler",0,603.5300000
"Kepler-167 c",3.01000,1.548,4.460000,0.050,-0.048,,,"Transit","Kepler",0,341.9080000
"Kepler-213 b",3.26000,1.620,4.210000,0.310,-0.310,,,"Transit","Kepler",0,634.9390000
"Kepler-278 c",12.60000,3.590,1.500000,0.430,-0.430,,,"Transit","Kepler",0,443.0300000
"Kepler-280 b",2.70000,1.450,4.870000,0.700,-0.700,,,"Transit","Kepler",0,780.3610000
"Kepler-264 c",8.40000,2.830,2.040000,0.580,-0.580,,,"Transit","Kepler",0,942.1730000
"Kepler-1677 b",7.76000,2.702,2.160000,,,,,"Transit","Kepler",0,735.3690000
"Kepler-1679 b",4.93000,2.069,3.060000,,,,,"Transit","Kepler",0,909.2800000
"Kepler-1680 b",2.42000,1.360,5.290000,,,,,"Transit","Kepler",0,310.3150000
"Kepler-231 b",35.40000,1.730,37.600000,0.120,-0.120,19.70000,-16.60000,"Transit","Kepler",0,316.6180000
"Kepler-233 c",7.80000,2.710,2.150000,0.780,-0.780,,,"Transit","Kepler",0,856.4170000
"Kepler-1693 b",2.21000,1.289,5.670000,,,,,"Transit","Kepler",0,760.0650000
"Kepler-1696 b",8.29000,2.810,2.050000,,,,,"Transit","Kepler",0,1506.3600000
"Kepler-223 e",4.80000,4.600,0.280000,0.270,-0.410,1.40000,-1.20000,"Transit","Kepler",0,1859.7100000
"Kepler-168 b",2.73000,1.460,4.820000,0.660,-0.660,,,"Transit","Kepler",0,1343.6000000
"Kepler-233 b",6.48000,2.430,2.480000,0.660,-0.660,,,"Transit","Kepler",0,856.4170000
"Kepler-235 d",4.86000,2.050,3.100000,0.100,-0.100,,,"Transit","Kepler",0,428.0180000
"Kepler-171 b",6.08000,2.340,2.610000,1.050,-1.050,,,"Transit","Kepler",0,863.8550000
"Kepler-185 c",4.74000,2.020,3.160000,1.170,-1.170,,,"Transit","Kepler",0,466.7350000
"Kepler-1654 b",158.91500,9.180,1.200000,0.213,-0.191,,,"Transit","Kepler",0,568.1170000
"Kepler-1656 b",48.60000,5.020,2.130000,0.530,-0.530,4.20000,-3.80000,"Transit","Kepler",0,185.8750000
"Kepler-173 b",2.21000,1.290,5.660000,0.640,-0.640,,,"Transit","Kepler",0,833.1650000
"Kepler-194 c",7.22000,2.590,2.280000,1.360,-1.360,,,"Transit","Kepler",0,1097.9700000
"Kepler-1661 b",17.00000,3.870,1.600000,0.060,-0.060,12.00000,-12.00000,"Transit","Kepler",0,410.6070000
"Kepler-1664 b",9.45000,3.033,1.860000,,,,,"Transit","Kepler",0,626.6910000
"Kepler-1666 b",8.66000,2.883,1.990000,,,,,"Transit","Kepler",0,1379.3700000
"Kepler-1667 b",9.19000,2.984,1.900000,,,,,"Transit","Kepler",0,626.8190000
"Kepler-21 b",5.08000,1.639,6.400000,0.019,-0.015,1.72000,-1.72000,"Transit","Kepler",0,108.5220000
"Kepler-238 e",169.70000,5.600,5.310000,2.370,-0.460,71.70000,-69.10000,"Transit","Kepler",0,1798.7500000
"Kepler-175 b",7.08000,2.560,2.320000,1.280,-1.280,,,"Transit","Kepler",0,1312.3400000
"Kepler-175 c",9.80000,3.100,1.810000,1.560,-1.560,,,"Transit","Kepler",0,1312.3400000
"Kepler-176 b",2.63000,1.430,4.940000,0.730,-0.730,,,"Transit","Kepler",0,527.3210000
"Kepler-222 d",13.20000,3.690,1.440000,1.630,-1.630,,,"Transit","Kepler",0,758.8540000
"Kepler-24 c",508.50000,2.800,,,,,,"Transit","Kepler",0,1156.8100000
"Kepler-241 b",6.04000,2.330,2.620000,1.030,-1.030,,,"Transit","Kepler",0,512.0000000
"Kepler-180 b",2.86000,1.500,4.660000,0.670,-0.670,,,"Transit","Kepler",0,695.6500000
"Kepler-182 b",7.18000,2.580,2.300000,1.180,-1.180,,,"Transit","Kepler",0,1549.0900000
"Kepler-251 b",2.33000,1.330,5.440000,0.240,-0.240,,,"Transit","Kepler",0,924.6250000
"Kepler-189 b",1.92000,1.210,5.960000,0.610,-0.610,,,"Transit","Kepler",0,591.5340000
"Kepler-192 c",8.20000,2.790,2.070000,0.520,-0.520,,,"Transit","Kepler",0,651.6740000
"Kepler-192 d",1.04000,1.020,5.390000,0.100,-0.070,,,"Transit","Kepler",0,651.6740000
"Kepler-193 c",8.00000,2.750,2.110000,1.240,-1.240,,,"Transit","Kepler",0,1009.1000000
"Kepler-1582 b",2.83000,1.490,4.700000,0.170,-0.140,,,"Transit","Kepler",0,78.8906000
"Kepler-1583 b",0.15600,0.600,3.970000,0.090,-0.050,,,"Transit","Kepler",0,403.9330000
"Kepler-1597 b",1.20000,1.060,5.540000,0.470,-0.170,,,"Transit","Kepler",0,1221.0500000
"Kepler-1633 b",3.12000,1.580,4.350000,0.650,-0.250,,,"Transit","Kepler",0,1114.9100000
"Kepler-1634 b",10.30000,3.190,1.740000,0.520,-0.600,,,"Transit","Kepler",0,617.3390000
"Kepler-1635 b",12.90000,3.640,1.470000,0.330,-0.670,,,"Transit","Kepler",0,1069.4500000
"Kepler-201 c",8.50000,2.850,2.020000,0.600,-0.600,,,"Transit","Kepler",0,636.4450000
"Kepler-202 b",3.29000,1.630,4.170000,0.100,-0.100,,,"Transit","Kepler",0,285.1110000
"Kepler-204 b",6.94000,2.530,2.350000,0.540,-0.540,,,"Transit","Kepler",0,686.7230000
"Kepler-207 b",3.09000,1.570,4.390000,0.300,-0.300,,,"Transit","Kepler",0,875.5190000
"Kepler-287 c",10.70000,3.260,1.700000,1.490,-1.490,,,"Transit","Kepler",0,835.8600000
"Kepler-289 d",4.00000,2.680,1.200000,0.170,-0.170,0.90000,-0.90000,"Transit","Kepler",0,704.4380000
"Kepler-29 b",5.00000,2.550,1.650000,0.120,-0.120,1.50000,-1.30000,"Transit","Kepler",0,832.5320000
"Kepler-225 b",1.87000,1.200,5.950000,0.070,-0.070,,,"Transit","Kepler",0,561.1010000
"Kepler-1521 b",6.80000,2.500,2.390000,0.090,-0.100,,,"Transit","Kepler",0,206.9830000
"Kepler-1535 b",7.04000,2.550,2.330000,0.250,-0.190,,,"Transit","Kepler",0,897.7330000
"Kepler-1605 b",1.28000,1.080,5.580000,0.090,-0.080,,,"Transit","Kepler",0,546.2300000
"Kepler-1617 b",1.87000,1.200,5.950000,0.370,-0.160,,,"Transit","Kepler",0,898.3100000
"Kepler-1514 b",1678.14240,12.420,4.820000,0.258,-0.258,69.92260,-69.92260,"Transit","Kepler",0,397.2920000
"Kepler-1514 c",1.74000,1.176,5.880000,0.057,-0.044,,,"Transit","Kepler",0,397.2920000
"Kepler-152 c",6.30000,2.390,2.540000,0.160,-0.160,,,"Transit","Kepler",0,441.0900000
"Kepler-1527 b",20.40000,4.770,1.030000,1.950,-0.750,,,"Transit","Kepler",0,1842.1300000
"Kepler-1538 b",8.35000,2.820,2.050000,0.700,-0.310,,,"Transit","Kepler",0,1125.3000000
"Kepler-1629 b",0.38100,0.770,4.590000,0.150,-0.080,,,"Transit","Kepler",0,336.0900000
"Kepler-163 b",1.16000,1.050,5.510000,0.440,-0.440,,,"Transit","Kepler",0,689.8140000
"Kepler-252 c",5.27000,2.150,2.910000,0.130,-0.130,,,"Transit","Kepler",0,379.4240000
"Kepler-1619 b",0.36300,0.760,4.540000,0.150,-0.080,,,"Transit","Kepler",0,734.8500000
"Kepler-1642 c",7.56000,2.660,2.210000,0.290,-0.210,,,"Transit","Kepler",0,413.8730000
"Kepler-1698 b",1.25000,1.073,5.560000,,,,,"Transit","Kepler",0,222.3450000
"Kepler-170 b",82.60000,3.200,13.900000,0.220,-0.220,67.50000,-62.40000,"Transit","Kepler",0,738.6570000
"Kepler-1702 b",3.20000,1.602,4.280000,,,,,"Transit","Kepler",0,857.1400000
"Kepler-171 c",7.08000,2.560,2.320000,1.150,-1.150,,,"Transit","Kepler",0,863.8550000
"Kepler-1545 b",7.75000,2.700,2.160000,0.220,-0.180,,,"Transit","Kepler",0,729.9640000
"Kepler-1552 b",6.66000,2.470,2.430000,0.110,-0.100,,,"Transit","Kepler",0,769.0960000
"Kepler-1557 b",2.96000,1.530,4.540000,0.500,-0.210,,,"Transit","Kepler",0,1380.1600000
"Kepler-1558 b",0.24400,0.680,4.260000,0.060,-0.040,,,"Transit","Kepler",0,325.7370000
"Kepler-1568 b",2.24000,1.300,5.600000,0.210,-0.150,,,"Transit","Kepler",0,916.3130000
"Kepler-157 b",2.30000,1.320,5.500000,0.260,-0.260,,,"Transit","Kepler",0,773.7130000
"Kepler-444 b",0.03740,0.403,3.140000,0.016,-0.014,,,"Transit","Kepler",0,36.4396000
"Kepler-444 c",0.07930,0.497,3.550000,0.021,-0.017,,,"Transit","Kepler",0,36.4396000
"Kepler-490 b",,11.650,,3.290,-1.380,,,"Transit","Kepler",0,1523.0000000
"Kepler-531 b",8.15000,2.780,2.080000,0.080,-0.190,,,"Transit","Kepler",0,252.7620000
"Kepler-54 c",117.59000,1.230,,,,,,"Transit","Kepler",0,271.7010000
"Kepler-55 e",3.02000,1.550,4.460000,0.230,-0.230,,,"Transit","Kepler",0,578.7960000
"Kepler-550 b",17.90000,4.420,1.140000,0.340,-0.270,,,"Transit","Kepler",0,531.9440000
"Kepler-556 b",5.65000,2.240,2.760000,0.200,-0.120,,,"Transit","Kepler",0,674.5980000
"Kepler-558 b",6.21000,2.370,2.560000,0.170,-0.140,,,"Transit","Kepler",0,661.8760000
"Kepler-508 b",3.33000,1.640,4.150000,0.260,-0.190,,,"Transit","Kepler",0,324.6180000
"Kepler-502 b",20.40000,4.770,1.030000,1.460,-0.660,,,"Transit","Kepler",0,1591.0400000
"Kepler-507 b",2.24000,1.300,5.600000,0.240,-0.170,,,"Transit","Kepler",0,391.6440000
"Kepler-339 c",7.30000,1.150,26.400000,0.520,-0.520,7.80000,-6.20000,"Transit","Kepler",0,616.6370000
"Kepler-341 c",3.53000,1.700,3.950000,0.860,-0.860,,,"Transit","Kepler",0,1047.0300000
"Kepler-51 c",4.00000,9.000,0.030000,2.800,-1.700,0.40000,-0.40000,"Transit","Kepler",0,783.8310000
"Kepler-51 d",7.60000,9.700,0.046000,0.500,-0.500,1.10000,-1.10000,"Transit","Kepler",0,783.8310000
"Kepler-515 b",2.73000,1.460,4.820000,0.060,-0.050,,,"Transit","Kepler",0,255.0000000
"Kepler-977 b",7.37000,2.620,2.250000,0.170,-0.170,,,"Transit","Kepler",0,568.7510000
"Kepler-541 b",11.20000,3.360,1.620000,0.580,-0.560,,,"Transit","Kepler",0,1060.6800000
"Kepler-359 b",12.20000,3.530,1.520000,1.640,-1.640,,,"Transit","Kepler",0,1443.2100000
"Kepler-36 b",3.83000,1.498,6.260000,0.061,-0.049,0.11000,-0.10000,"Transit","Kepler",0,527.9560000
"Kepler-517 b",7.61000,2.670,2.200000,0.320,-0.220,,,"Transit","Kepler",0,289.9070000
"Kepler-528 b",4.98000,2.080,3.040000,0.290,-0.190,,,"Transit","Kepler",0,784.2300000
"Kepler-980 b",7.61000,2.670,2.200000,0.230,-0.450,,,"Transit","Kepler",0,961.4680000
"Kepler-560 b",3.61000,1.720,3.900000,0.090,-0.090,,,"Transit","Kepler",0,109.3080000
"Kepler-52 b",2765.00000,2.100,,,,,,"Transit","Kepler",0,321.5420000
"Kepler-586 b",8.20000,2.790,2.070000,0.360,-0.200,,,"Transit","Kepler",0,693.7660000
"Kepler-592 b",6.30000,2.390,2.540000,0.580,-0.250,,,"Transit","Kepler",0,1153.1300000
"Kepler-529 b",4.12000,1.860,3.520000,0.250,-0.170,,,"Transit","Kepler",0,799.0080000
"Kepler-691 b",5.02000,2.090,3.020000,0.090,-0.090,,,"Transit","Kepler",0,279.1150000
"Kepler-382 c",3.15000,1.590,4.310000,0.770,-0.770,,,"Transit","Kepler",0,935.4460000
"Kepler-386 c",3.12000,1.580,4.350000,0.890,-0.890,,,"Transit","Kepler",0,882.4620000
"Kepler-538 b",10.60000,2.215,5.400000,0.040,-0.034,2.50000,-2.40000,"Transit","Kepler",0,155.9560000
"Kepler-603 c",34.50000,6.500,0.690000,1.480,-0.620,,,"Transit","Kepler",0,1539.6300000
"Kepler-619 c",3.50000,1.690,3.980000,0.390,-0.170,,,"Transit","Kepler",0,900.6780000
"Kepler-62 b",9.00000,1.310,,0.040,-0.040,,,"Transit","Kepler",0,300.8740000
"Kepler-62 c",4.00000,0.540,,0.030,-0.030,,,"Transit","Kepler",0,300.8740000
"Kepler-629 b",2.48000,1.380,5.190000,0.060,-0.040,,,"Transit","Kepler",0,372.0500000
"Kepler-566 b",5.27000,2.150,2.910000,0.130,-0.130,,,"Transit","Kepler",0,564.2770000
"Kepler-396 c",17.90000,5.300,0.661000,1.950,-0.990,2.80000,-1.30000,"Transit","Kepler",0,223.7570000
"Kepler-546 b",39.10000,7.000,0.626000,1.930,-0.770,,,"Transit","Kepler",0,1019.6500000
"Kepler-547 b",15.10000,4.000,1.300000,0.130,-0.310,,,"Transit","Kepler",0,378.9720000
"Kepler-55 f",3.15000,1.590,4.310000,0.100,-0.100,,,"Transit","Kepler",0,578.7960000
"Kepler-411 e",10.80000,3.280,1.680000,,,1.10000,-1.10000,"Transit Timing Variations","Kepler",0,153.6760000
"Kepler-412 b",299.07803,15.031,0.520000,0.493,-0.516,39.72875,-6.03877,"Transit","Kepler",0,1086.2400000
"Kepler-415 b",119.90000,1.210,372.000000,0.130,-0.100,102.10000,-87.40000,"Transit Timing Variations","Kepler",0,530.4870000
"Kepler-594 b",5.39000,2.180,2.860000,0.220,-0.150,,,"Transit","Kepler",0,769.2000000
"Kepler-598 b",2.86000,1.500,4.660000,0.120,-0.090,,,"Transit","Kepler",0,681.0860000
"Kepler-60 b",4.19000,1.710,4.620000,0.130,-0.130,0.56000,-0.52000,"Transit","Kepler",0,1025.1000000
"Kepler-433 b",896.24000,16.250,1.130000,1.790,-1.790,165.26000,-165.26000,"Transit","Kepler",0,1878.3100000
"Kepler-437 b",5.22000,2.140,2.930000,0.220,-0.170,,,"Transit","Kepler",0,304.0000000
"Kepler-440 b",4.12000,1.860,3.520000,0.240,-0.190,,,"Transit","Kepler",0,301.0300000
"Kepler-442 b",2.36000,1.340,5.390000,0.110,-0.180,,,"Transit","Kepler",0,365.9650000
"Kepler-63 b",120.00000,6.110,3.000000,0.200,-0.200,,,"Transit","Kepler",0,194.0330000
"Kepler-632 b",5.52000,2.210,2.810000,0.330,-0.080,,,"Transit","Kepler",0,349.0000000
"Kepler-610 c",10.90000,3.300,1.670000,0.840,-0.370,,,"Transit","Kepler",0,845.8240000
"Kepler-613 b",5.86000,2.290,2.680000,0.400,-0.170,,,"Transit","Kepler",0,861.4940000
"Kepler-614 b",6.30000,2.390,2.540000,0.200,-0.170,,,"Transit","Kepler",0,527.9950000
"Kepler-544 b",5.14000,2.120,2.960000,0.190,-0.140,,,"Transit","Kepler",0,963.1800000
"Kepler-570 b",6.57000,2.450,2.450000,0.340,-0.150,,,"Transit","Kepler",0,568.1480000
"Kepler-561 c",7.65000,2.680,2.180000,0.430,-0.250,,,"Transit","Kepler",0,621.3780000
"Kepler-568 b",5.73000,2.260,2.730000,0.080,-0.080,,,"Transit","Kepler",0,130.6450000
"Kepler-645 b",5.06000,2.100,3.000000,0.630,-0.280,,,"Transit","Kepler",0,1173.5700000
"Kepler-444 f",0.33200,0.741,4.480000,0.041,-0.040,,,"Transit","Kepler",0,36.4396000
"Kepler-454 b",6.05338,2.354,2.760000,0.224,-0.224,1.51018,-1.51018,"Transit","Kepler",0,230.8690000
"Kepler-597 b",6.21000,2.370,2.560000,0.330,-0.130,,,"Transit","Kepler",0,663.4180000
"Kepler-601 b",4.27000,1.900,3.420000,0.270,-0.180,,,"Transit","Kepler",0,414.8250000
"Kepler-659 b",6.80000,2.500,2.390000,0.330,-0.230,,,"Transit","Kepler",0,722.6400000
"Kepler-666 b",6.35000,2.400,2.520000,0.580,-0.280,,,"Transit","Kepler",0,1508.7100000
"Kepler-667 b",20.10000,4.730,1.040000,0.390,-0.280,,,"Transit","Kepler",0,2302.4500000
"Kepler-60 c",3.85000,1.900,3.060000,0.150,-0.150,0.81000,-0.81000,"Transit","Kepler",0,1025.1000000
"Kepler-600 b",8.75000,2.900,1.970000,0.210,-0.390,,,"Transit","Kepler",0,619.7230000
"Kepler-609 b",11.20000,3.350,1.640000,1.070,-0.440,,,"Transit","Kepler",0,1065.8200000
"Kepler-467 b",5.69000,2.250,2.740000,0.300,-0.080,,,"Transit","Kepler",0,466.2650000
"Kepler-471 b",37000.00000,14.960,60.700000,5.420,-2.960,,,"Transit","Kepler",0,1249.4100000
"Kepler-578 b",4.66000,2.000,3.200000,0.180,-0.220,,,"Transit","Kepler",0,541.4320000
"Kepler-579 b",4.66000,2.000,3.200000,0.350,-0.180,,,"Transit","Kepler",0,530.7650000
"Kepler-580 b",7.13000,2.570,2.310000,0.290,-0.130,,,"Transit","Kepler",0,323.8990000
"Kepler-630 b",10.20000,3.180,1.740000,0.340,-0.340,,,"Transit","Kepler",0,839.7840000
"Kepler-638 b",4.01000,1.830,3.600000,0.560,-0.310,,,"Transit","Kepler",0,991.2140000
"Kepler-662 b",5.39000,2.180,2.860000,0.110,-0.120,,,"Transit","Kepler",0,815.6370000
"Kepler-665 b",7.27000,2.600,2.270000,0.150,-0.150,,,"Transit","Kepler",0,612.8380000
"Kepler-62 d",14.00000,1.950,,0.070,-0.070,,,"Transit","Kepler",0,300.8740000
"Kepler-619 b",10.10000,3.160,1.760000,0.650,-0.310,,,"Transit","Kepler",0,900.6780000
"Kepler-644 b",10.10000,3.150,1.780000,1.160,-0.610,,,"Transit","Kepler",0,1318.0500000
"Kepler-677 b",25.00000,5.380,0.882000,1.170,-0.420,,,"Transit","Kepler",0,1954.0800000
"Kepler-588 b",7.41000,2.630,2.240000,0.500,-0.220,,,"Transit","Kepler",0,1209.4000000
"Kepler-687 b",12.20000,3.520,1.540000,0.160,-0.200,,,"Transit","Kepler",0,633.6600000
"Kepler-688 b",68.70000,9.760,0.406000,1.760,-0.970,,,"Transit","Kepler",0,1357.7500000
"Kepler-504 b",3.15000,1.590,4.310000,0.180,-0.220,,,"Transit","Kepler",0,99.0688000
"Kepler-312 b",2.21000,1.290,5.660000,0.250,-0.250,,,"Transit","Kepler",0,797.7200000
"Kepler-314 c",8.75000,2.900,1.970000,0.430,-0.430,,,"Transit","Kepler",0,268.8810000
"Kepler-315 b",13.70000,3.770,1.400000,0.780,-0.780,,,"Transit","Kepler",0,1160.6300000
"Kepler-316 b",1.20000,1.060,5.540000,0.110,-0.110,,,"Transit","Kepler",0,384.9380000
"Kepler-320 c",2.45000,1.370,5.240000,0.640,-0.640,,,"Transit","Kepler",0,826.6130000
"LSPM J2116+0234 b",13.30000,3.710,1.430000,,,1.00000,-1.10000,"Radial Velocity","Calar Alto Observatory",0,17.6297000
"Kepler-399 b",0.84000,0.960,5.220000,0.510,-0.510,,,"Transit","Kepler",0,740.5370000
"Kepler-402 b",1.98000,1.220,5.990000,0.240,-0.240,,,"Transit","Kepler",0,625.3390000
"Kepler-402 d",2.48000,1.380,5.190000,0.270,-0.270,,,"Transit","Kepler",0,625.3390000
"Kepler-402 e",2.73000,1.460,4.820000,0.290,-0.290,,,"Transit","Kepler",0,625.3390000
"Kepler-406 b",6.35000,1.430,11.820000,0.030,-0.030,1.40000,-1.40000,"Transit","Kepler",0,364.0300000
"Kepler-407 c",4000.00000,12.300,11.800000,,,2000.00000,-2000.00000,"Radial Velocity","W. M. Keck Observatory",0,338.3680000
"Kepler-473 b",15.60000,4.080,1.260000,0.790,-0.670,,,"Transit","Kepler",0,905.9370000
"Kepler-48 c",14.61000,2.710,4.010000,0.140,-0.140,2.30000,-2.30000,"Transit","Kepler",0,306.7380000
"Kepler-49 d",3.19000,1.600,4.280000,0.070,-0.070,,,"Transit","Kepler",0,311.2220000
"Kepler-539 c",762.79200,13.300,1.780000,,,381.39600,-381.39600,"Transit Timing Variations","Kepler",0,307.3180000
"Kepler-5 b",670.93913,15.984,0.400000,0.404,-0.572,21.29461,-27.33338,"Transit","Kepler",0,899.7770000
"Kepler-425 b",79.45000,10.962,0.270000,0.247,-0.247,25.43000,-25.43000,"Transit","Kepler",0,646.6470000
"Kepler-428 b",403.63000,12.110,1.020000,0.340,-0.340,60.39000,-60.39000,"Transit","Kepler",0,686.2840000
"Kepler-529 c",4.66000,2.000,3.200000,0.410,-0.210,,,"Transit","Kepler",0,799.0080000
"Kepler-53 c",5002.43000,3.170,,,,,,"Transit","Kepler",0,1366.0700000
"Kepler-500 b",7.18000,2.580,2.300000,0.250,-0.170,,,"Transit","Kepler",0,807.4800000
"Kepler-509 b",6.76000,2.490,2.410000,0.060,-0.060,,,"Transit","Kepler",0,332.4430000
"Kepler-514 b",3.61000,1.720,3.900000,0.280,-0.190,,,"Transit","Kepler",0,455.3360000
"Kepler-519 b",5.06000,2.100,3.000000,0.060,-0.040,,,"Transit","Kepler",0,246.6100000
"Kepler-53 b",5851.00000,2.890,,,,,,"Transit","Kepler",0,1366.0700000
"Kepler-53 d",5.14000,2.120,2.960000,1.050,-1.050,,,"Transit","Kepler",0,1366.0700000
"MOA-2007-BLG-192L b",3.30000,1.630,4.190000,,,4.90000,-1.60000,"Microlensing","MOA",0,1000.0000000
"LTT 9779 b",29.32000,4.720,1.536000,0.230,-0.230,0.78000,-0.81000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,80.4373000
"MOA-2008-BLG-379L b",1300.00000,13.000,3.250000,,,540.00000,-600.00000,"Microlensing","MOA",0,3300.0000000
"Kepler-982 b",5.69000,2.250,2.740000,0.470,-0.270,,,"Transit","Kepler",0,801.4790000
"Kepler-984 b",5.14000,2.120,2.960000,0.130,-0.110,,,"Transit","Kepler",0,460.1880000
"Kepler-990 b",7.27000,2.600,2.270000,0.650,-0.420,,,"Transit","Kepler",0,802.1630000
"MOA-2010-BLG-073L b",3500.00000,12.400,10.100000,,,640.00000,-640.00000,"Microlensing","MOA",0,2800.0000000
"MOA-2011-BLG-028L b",30.00000,5.990,0.767000,,,16.00000,-12.00000,"Microlensing","MOA",0,7380.0000000
"NGTS-12 b",66.10864,11.747,0.223000,0.359,-0.359,6.99226,-6.99226,"Transit","Paranal Observatory",0,446.4420000
"NGTS-3 A b",756.43540,16.589,0.310000,4.147,-4.147,82.63580,-82.63580,"Transit","Paranal Observatory",0,743.9720000
"NGTS-5 b",72.78307,12.733,0.194000,0.258,-0.258,11.75971,-11.75971,"Transit","Paranal Observatory",0,306.7790000
"OGLE-2003-BLG-235L b",830.00000,13.200,1.980000,,,300.00000,-200.00000,"Microlensing","OGLE",0,5800.0000000
"OGLE-2006-BLG-109L c",86.00000,11.100,0.346000,,,7.00000,-7.00000,"Microlensing","OGLE",0,1510.0000000
